credit_score,section of credit_score,country,gender,age,age_group,tenure,balance,balance_group,age_balance,balance_per_tenure,products_number,credit_card,active_member,estimated_salary,salary_range,churn
662,Fair,Spain,Male,38,thirties,4,119839.69,zero,3153.676052631579,0.0,2,1,0,136259.65,middle,0
725,Good,Germany,Female,39,thirties,5,116803.8,rest,2994.9692307692308,23360.76,1,1,0,124052.97,middle,0
703,Fair,France,Male,37,thirties,8,105961.68,rest,2863.829189189189,13245.21,2,0,1,74158.8,low_middle,0
659,Poor,Germany,Male,67,sixties,6,117411.6,rest,1752.4119402985075,19568.6,1,1,1,45071.09,low,1
523,Very poor,Spain,Male,34,thirties,7,119839.69,zero,3524.6967647058823,0.0,2,1,0,62030.06,low_middle,0
635,Poor,France,Female,40,forties,10,123497.58,rest,3087.4395,12349.758,1,1,0,131953.23,middle,1
772,Good,Germany,Male,26,twenties,7,152400.51,rest,5861.558076923077,21771.50142857143,2,1,0,79414.0,low_middle,0
545,Very poor,France,Female,26,twenties,1,119839.69,zero,4609.218846153846,0.0,2,1,1,199638.56,high,0
634,Poor,Germany,Male,24,twenties,8,103097.85,rest,4295.743750000001,12887.23125,1,1,1,157577.29,high,0
739,Good,Germany,Male,54,fifties,8,126418.14,rest,2341.076666666667,15802.2675,1,1,0,134420.75,middle,1
771,Good,Germany,Female,36,thirties,5,77846.9,rest,2162.413888888889,15569.38,1,0,0,99805.99,low_middle,0
587,Very poor,Spain,Female,34,thirties,1,119839.69,zero,3524.6967647058823,0.0,2,1,1,97932.68,low_middle,0
681,Fair,France,Female,79,seventies,0,119839.69,zero,1516.9581012658227,0.0,2,0,1,170968.99,high,0
544,Very poor,Germany,Male,37,thirties,2,79731.91,rest,2154.9164864864865,39865.955,1,1,1,57558.95,low_middle,0
696,Fair,Spain,Male,28,twenties,8,119839.69,zero,4279.988928571429,0.0,1,0,0,176713.47,high,0
766,Good,Spain,Male,41,forties,0,119839.69,zero,2922.919268292683,0.0,2,0,1,34283.23,low,0
727,Good,France,Male,34,thirties,10,119839.69,zero,3524.6967647058823,0.0,2,1,1,198637.34,high,0
671,Fair,Germany,Female,34,thirties,6,37266.67,rest,1096.0785294117647,6211.111666666667,2,0,0,156917.12,high,0
693,Fair,France,Female,30,thirties,6,127992.25,rest,4266.408333333334,21332.041666666668,1,1,1,50457.2,low,0
850,Excellent,Germany,Male,38,thirties,3,54901.01,rest,1444.7634210526317,18300.336666666662,1,1,1,140075.55,middle,0
732,Good,Germany,Male,42,forties,9,108748.08,rest,2589.2400000000002,12083.12,2,1,1,65323.11,low_middle,0
726,Good,Spain,Female,48,forties,6,99906.19,rest,2081.3789583333332,16651.031666666666,1,1,0,64323.24,low_middle,0
557,Very poor,France,Female,32,thirties,6,184686.41,rest,5771.4503125,30781.068333333333,2,1,0,14956.44,low,0
682,Fair,France,Female,26,twenties,0,110654.02,rest,4255.923846153846,0.0,1,0,1,111879.21,middle,0
738,Good,Spain,Male,31,thirties,9,79019.8,rest,2549.025806451613,8779.977777777778,1,1,1,18606.23,low,0
531,Very poor,Spain,Female,36,thirties,9,99240.51,rest,2756.6808333333333,11026.723333333332,1,1,0,123137.01,middle,0
498,Very poor,France,Male,34,thirties,2,119839.69,zero,3524.6967647058823,0.0,2,1,1,148528.24,middle,0
651,Poor,France,Male,36,thirties,7,119839.69,zero,3328.880277777778,0.0,2,1,0,13898.31,low,0
549,Very poor,Spain,Female,39,thirties,7,119839.69,zero,3072.812564102564,0.0,1,0,0,81259.25,low_middle,1
791,Excellent,Germany,Female,35,thirties,7,52436.2,rest,1498.1771428571428,7490.885714285714,1,1,0,161051.75,high,0
650,Poor,Spain,Male,41,forties,9,119839.69,zero,2922.919268292683,0.0,2,0,1,191599.67,high,0
733,Good,Germany,Male,34,thirties,3,100337.96,rest,2951.1164705882356,33445.98666666667,3,1,0,48559.19,low,1
811,Excellent,Germany,Female,34,thirties,1,149297.19,rest,4391.093823529412,149297.19,2,1,1,186339.74,high,0
707,Fair,France,Male,30,thirties,8,119839.69,zero,3994.6563333333334,0.0,2,1,0,33159.37,low,0
712,Fair,Germany,Male,28,twenties,4,145605.44,rest,5200.194285714286,36401.36,1,0,1,93883.53,low_middle,0
706,Fair,Spain,Female,37,thirties,7,119839.69,zero,3238.9105405405408,0.0,2,1,1,110899.3,middle,0
756,Good,France,Male,62,sixties,3,119839.69,zero,1932.8982258064516,0.0,1,1,1,11199.04,low,1
777,Good,France,Female,53,fifties,10,119839.69,zero,2261.1262264150946,0.0,2,1,0,189992.97,high,0
646,Poor,France,Male,35,thirties,6,84026.86,rest,2400.767428571429,14004.476666666667,1,0,1,164255.69,high,0
714,Fair,France,Male,46,forties,1,119839.69,zero,2605.210652173913,0.0,1,1,0,152167.79,high,1
782,Excellent,France,Male,39,thirties,8,119839.69,zero,3072.812564102564,0.0,2,1,1,33949.67,low,0
775,Good,Spain,Male,29,twenties,10,119839.69,zero,4132.403103448276,0.0,2,1,1,68143.93,low_middle,0
479,Very poor,Germany,Male,35,thirties,4,138718.92,rest,3963.3977142857148,34679.73,1,1,1,47251.79,low,1
807,Excellent,France,Male,42,forties,7,118274.71,rest,2816.064523809524,16896.387142857144,1,1,1,25885.72,low,0
799,Excellent,France,Female,22,twenties,8,174185.98,rest,7917.544545454546,21773.2475,2,0,1,192633.85,high,0
675,Fair,France,Male,40,forties,7,113208.86,rest,2830.2215,16172.694285714286,2,1,0,34577.36,low,0
602,Poor,Spain,Male,29,twenties,5,103907.28,rest,3583.0096551724137,20781.456,1,1,0,161229.84,high,0
475,Very poor,France,Female,32,thirties,8,119023.28,rest,3719.4775,14877.91,1,1,0,100816.29,middle,0
744,Good,Spain,Female,26,twenties,5,166297.89,rest,6396.072692307693,33259.578,1,1,1,181694.44,high,0
588,Very poor,Spain,Male,34,thirties,10,119839.69,zero,3524.6967647058823,0.0,2,1,0,79078.91,low_middle,0
703,Fair,Germany,Male,42,forties,9,63227.0,rest,1505.404761904762,7025.222222222223,1,0,1,137316.32,middle,0
747,Good,Spain,Female,41,forties,5,94521.17,rest,2305.3943902439023,18904.234,2,1,0,194926.86,high,0
583,Very poor,France,Male,27,twenties,7,119839.69,zero,4438.507037037037,0.0,2,1,0,51285.49,low_middle,0
750,Good,Spain,Female,34,thirties,9,112822.26,rest,3318.3017647058823,12535.806666666664,1,0,0,150401.53,high,1
681,Fair,France,Male,38,thirties,3,119839.69,zero,3153.676052631579,0.0,2,1,1,112491.96,middle,0
773,Good,France,Male,25,twenties,2,135903.33,rest,5436.133199999999,67951.665,1,1,0,73656.38,low_middle,0
714,Fair,France,Female,31,thirties,4,125169.26,rest,4037.718064516129,31292.315,1,1,1,106636.89,middle,0
687,Fair,Spain,Female,44,forties,7,119839.69,zero,2723.6293181818182,0.0,3,1,0,155853.52,high,1
511,Very poor,France,Male,58,fifties,0,149117.31,rest,2570.988103448276,0.0,1,1,1,162599.51,high,0
627,Poor,France,Male,33,thirties,5,119839.69,zero,3631.505757575758,0.0,2,1,1,103737.82,middle,0
694,Fair,France,Female,31,thirties,10,119839.69,zero,3865.796451612903,0.0,2,1,0,160990.27,high,0
616,Poor,Spain,Female,36,thirties,6,132311.71,rest,3675.3252777777775,22051.951666666664,1,0,0,15462.84,low,0
687,Fair,France,Male,35,thirties,8,119839.69,zero,3423.991142857143,0.0,2,1,0,10334.05,low,0
712,Fair,France,Female,33,thirties,6,119839.69,zero,3631.505757575758,0.0,2,1,1,190686.16,high,0
553,Very poor,France,Male,33,thirties,4,118082.89,rest,3578.269393939394,29520.7225,1,0,0,94440.45,low_middle,0
667,Fair,France,Male,31,thirties,1,119266.69,rest,3847.3125806451612,119266.69,1,1,1,28257.63,low,0
731,Good,France,Male,43,forties,2,119839.69,zero,2786.969534883721,0.0,1,1,1,170034.95,high,1
629,Poor,Germany,Male,35,thirties,7,156847.29,rest,4481.351142857143,22406.755714285715,2,1,0,31824.29,low,0
614,Poor,France,Male,50,fifties,4,137104.47,rest,2742.0894,34276.1175,1,1,0,127166.49,middle,1
438,Very poor,Germany,Male,31,thirties,8,78398.69,rest,2528.9900000000002,9799.83625,1,1,0,44937.01,low,0
652,Poor,France,Female,80,eighties,4,119839.69,zero,1497.9961250000001,0.0,2,1,1,188603.07,high,0
729,Good,Germany,Male,30,thirties,6,63669.42,rest,2122.314,10611.57,1,1,0,145111.37,middle,0
642,Poor,France,Male,38,thirties,3,119839.69,zero,3153.676052631579,0.0,2,0,0,171463.83,high,0
806,Excellent,Germany,Female,59,fifties,0,135296.33,rest,2293.1581355932203,0.0,1,1,0,182822.5,high,0
744,Good,Spain,Male,36,thirties,2,153804.44,rest,4272.345555555556,76902.22,1,1,1,87213.33,low_middle,0
474,Very poor,Spain,Male,37,thirties,3,119839.69,zero,3238.9105405405408,0.0,2,0,0,57175.32,low_middle,0
559,Very poor,France,Male,49,forties,2,147069.78,rest,3001.424081632653,73534.89,1,1,0,120540.83,middle,1
706,Fair,Spain,Male,42,forties,9,119839.69,zero,2853.3259523809525,0.0,2,1,1,28714.34,low,0
628,Poor,Spain,Female,22,twenties,3,119839.69,zero,5447.2586363636365,0.0,1,1,0,85426.28,low_middle,0
429,Very poor,France,Male,24,twenties,4,95741.75,rest,3989.2395833333335,23935.4375,1,1,0,46170.75,low,0
525,Very poor,Spain,Female,57,fifties,2,145965.33,rest,2560.7952631578946,72982.665,1,1,1,64448.36,low_middle,0
680,Fair,France,Female,30,thirties,8,141441.75,rest,4714.725,17680.21875,1,1,1,16278.97,low,0
749,Good,France,Male,40,forties,1,139290.41,rest,3482.2602500000003,139290.41,1,1,0,182855.42,high,1
763,Good,France,Female,31,thirties,4,119839.69,zero,3865.796451612903,0.0,2,0,0,50404.72,low,0
734,Good,France,Male,30,thirties,3,119839.69,zero,3994.6563333333334,0.0,2,1,0,107640.25,middle,0
716,Fair,France,Male,35,thirties,4,144428.87,rest,4126.539142857143,36107.2175,1,1,0,134132.65,middle,0
594,Very poor,France,Male,35,thirties,2,119839.69,zero,3423.991142857143,0.0,2,1,0,103480.69,middle,0
644,Poor,France,Female,46,forties,9,95441.27,rest,2074.8102173913044,10604.585555555555,1,1,0,108761.05,middle,1
671,Fair,Germany,Male,35,thirties,1,144848.74,rest,4138.535428571428,144848.74,1,1,1,179012.3,high,0
664,Fair,Germany,Male,26,twenties,7,116244.14,rest,4470.928461538461,16606.305714285714,2,1,1,95145.14,low_middle,0
656,Poor,France,Male,50,fifties,7,119839.69,zero,2396.7938,0.0,2,0,1,72143.44,low_middle,0
667,Fair,Spain,Female,40,forties,1,146502.07,rest,3662.55175,146502.07,1,1,0,19162.89,low,0
663,Fair,Germany,Male,44,forties,2,117028.6,rest,2659.740909090909,58514.3,2,0,1,144680.18,middle,0
584,Very poor,Germany,Female,30,thirties,8,112013.81,rest,3733.7936666666665,14001.72625,1,1,0,177772.03,high,1
626,Poor,Spain,Female,37,thirties,6,108269.37,rest,2926.199189189189,18044.895,1,1,0,5597.94,low,0
485,Very poor,France,Male,29,twenties,7,182123.79,rest,6280.130689655172,26017.684285714287,1,1,0,116828.51,middle,1
659,Poor,Germany,Female,32,thirties,3,150923.74,rest,4716.366875,50307.91333333333,2,0,1,174652.51,high,0
649,Poor,France,Male,33,thirties,2,119839.69,zero,3631.505757575758,0.0,2,1,0,2010.98,low,0
805,Excellent,Spain,Female,39,thirties,5,165272.13,rest,4237.746923076923,33054.426,1,1,0,14109.85,low,1
716,Fair,Germany,Female,39,thirties,10,115301.31,rest,2956.443846153846,11530.131,1,1,0,43527.4,low,1
642,Poor,Germany,Female,40,forties,6,129502.49,rest,3237.56225,21583.748333333333,2,0,1,86099.23,low_middle,1
659,Poor,France,Male,31,thirties,4,118342.26,rest,3817.492258064516,29585.565,1,0,0,161574.19,high,0
545,Very poor,Spain,Female,47,forties,5,119839.69,zero,2549.7806382978724,0.0,2,1,1,38970.14,low,0
543,Very poor,France,Male,22,twenties,8,119839.69,zero,5447.2586363636365,0.0,2,0,0,127587.22,middle,0
718,Fair,France,Female,25,twenties,7,119839.69,zero,4793.5876,0.0,2,1,0,30380.12,low,0
840,Excellent,France,Female,43,forties,7,119839.69,zero,2786.969534883721,0.0,2,1,0,90908.95,low_middle,0
630,Poor,Germany,Female,34,thirties,9,106937.05,rest,3145.2073529411764,11881.894444444444,2,1,0,138275.01,middle,0
643,Poor,Germany,Male,59,fifties,3,170331.37,rest,2886.972372881356,56777.12333333333,1,1,1,32171.79,low,0
654,Poor,Germany,Female,32,thirties,1,114510.85,rest,3578.4640625,114510.85,1,1,1,126143.23,middle,0
582,Very poor,France,Male,39,thirties,5,119839.69,zero,3072.812564102564,0.0,2,1,1,129892.93,middle,0
659,Poor,Spain,Male,32,thirties,3,107594.11,rest,3362.3159375,35864.70333333333,2,1,1,102416.84,middle,0
762,Good,Spain,Male,39,thirties,2,81273.13,rest,2083.9264102564102,40636.565,1,1,1,18719.67,low,0
568,Very poor,Spain,Female,32,thirties,7,169399.6,rest,5293.7375,24199.942857142854,1,1,0,61936.22,low_middle,0
670,Fair,Spain,Male,25,twenties,6,119839.69,zero,4793.5876,0.0,2,1,1,78358.94,low_middle,0
613,Poor,France,Female,45,forties,1,187841.99,rest,4174.2664444444445,187841.99,2,1,1,147224.27,middle,0
539,Very poor,France,Male,30,thirties,0,119839.69,zero,3994.6563333333334,0.0,2,1,0,160979.66,high,0
850,Excellent,Spain,Female,57,fifties,8,126776.3,rest,2224.145614035088,15847.0375,2,1,1,132298.49,middle,0
522,Very poor,Spain,Male,34,thirties,9,126436.29,rest,3718.714411764706,14048.476666666666,1,1,0,174248.52,high,1
737,Good,France,Male,41,forties,1,101960.74,rest,2486.847317073171,101960.74,1,1,1,123547.28,middle,0
520,Very poor,France,Male,58,fifties,3,119839.69,zero,2066.201551724138,0.0,2,0,1,32790.02,low,0
706,Fair,Spain,Male,28,twenties,3,119839.69,zero,4279.988928571429,0.0,2,0,1,181543.67,high,0
643,Poor,Germany,Female,45,forties,2,150842.93,rest,3352.065111111111,75421.465,1,0,1,2319.96,low,1
648,Poor,France,Female,50,fifties,9,102535.57,rest,2050.7114,11392.841111111113,1,1,1,189543.19,high,0
443,Very poor,Germany,Female,29,twenties,9,99027.61,rest,3414.745172413793,11003.067777777778,2,1,0,10940.4,low,0
640,Poor,France,Male,68,sixties,9,119839.69,zero,1762.3483823529411,0.0,2,1,1,199493.38,high,0
628,Poor,Spain,Female,33,thirties,3,119839.69,zero,3631.505757575758,0.0,1,1,1,188193.25,high,0
540,Very poor,Germany,Female,42,forties,9,87271.41,rest,2077.8907142857142,9696.823333333334,2,1,0,172572.64,high,0
460,Very poor,Germany,Female,35,thirties,8,102742.91,rest,2935.5117142857143,12842.86375,2,1,1,189339.6,high,0
636,Poor,Germany,Male,34,thirties,2,40105.51,rest,1179.5738235294118,20052.755,2,0,1,53512.16,low_middle,0
593,Very poor,France,Female,29,twenties,2,152265.43,rest,5250.532068965517,76132.715,1,1,0,34004.44,low,0
801,Excellent,Spain,Male,42,forties,4,141947.67,rest,3379.7064285714287,35486.9175,1,1,1,10598.29,low,0
640,Poor,Germany,Female,75,seventies,1,106307.91,rest,1417.4388000000001,106307.91,2,0,1,113428.77,middle,0
611,Poor,Germany,Male,31,thirties,0,107884.81,rest,3480.1551612903227,0.0,2,1,1,183487.98,high,0
802,Excellent,Germany,Male,31,thirties,1,125013.72,rest,4032.70064516129,125013.72,1,1,1,187658.09,high,0
717,Fair,Germany,Male,35,thirties,7,58469.37,rest,1670.5534285714286,8352.767142857143,2,1,1,172459.39,high,0
769,Good,France,Female,39,thirties,8,119839.69,zero,3072.812564102564,0.0,1,0,1,21016.0,low,0
745,Good,Germany,Male,45,forties,10,117231.63,rest,2605.1473333333333,11723.163,3,1,1,122381.02,middle,1
572,Very poor,Spain,Male,35,thirties,4,152390.26,rest,4354.007428571429,38097.565,1,1,0,128123.66,middle,0
629,Poor,Spain,Female,30,thirties,2,34013.63,rest,1133.7876666666666,17006.815,1,1,0,19570.63,low,0
687,Fair,Spain,Female,39,thirties,2,119839.69,zero,3072.812564102564,0.0,3,0,0,188150.6,high,1
483,Very poor,France,Female,50,fifties,9,119839.69,zero,2396.7938,0.0,2,1,1,111020.24,middle,0
690,Fair,France,Male,36,thirties,7,101583.11,rest,2821.7530555555554,14511.872857142856,2,1,0,123775.15,middle,0
492,Very poor,Germany,Female,30,thirties,10,77168.87,rest,2572.2956666666664,7716.887,2,0,1,146700.22,middle,0
709,Fair,Germany,Male,28,twenties,8,124695.72,rest,4453.418571428571,15586.965,2,1,0,145251.35,middle,0
705,Fair,Germany,Male,44,forties,3,105934.96,rest,2407.6127272727276,35311.653333333335,1,1,0,82463.69,low_middle,0
560,Very poor,France,Female,66,sixties,9,119839.69,zero,1815.752878787879,0.0,1,1,1,15928.49,low,0
611,Poor,Spain,Male,46,forties,6,119839.69,zero,2605.210652173913,0.0,2,1,0,45886.33,low,0
730,Good,Spain,Male,62,sixties,2,119839.69,zero,1932.8982258064516,0.0,2,1,1,186489.95,high,0
709,Fair,Spain,Female,45,forties,2,119839.69,zero,2663.1042222222222,0.0,2,0,1,162922.65,high,0
544,Very poor,France,Female,21,twenties,10,161525.96,rest,7691.712380952381,16152.596,2,1,0,9262.77,low,0
712,Fair,Germany,Female,29,twenties,7,147199.07,rest,5075.83,21028.43857142857,1,1,1,84932.4,low_middle,0
752,Good,Germany,Male,38,thirties,3,183102.29,rest,4818.481315789474,61034.09666666667,1,1,1,71557.12,low_middle,0
648,Poor,Spain,Male,46,forties,9,127209.0,rest,2765.413043478261,14134.333333333334,2,1,0,77405.95,low_middle,1
556,Very poor,Spain,Male,38,thirties,8,119839.69,zero,3153.676052631579,0.0,2,0,0,417.41,low,1
594,Very poor,Spain,Female,24,twenties,0,97378.54,rest,4057.4391666666666,0.0,1,1,1,71405.17,low_middle,0
645,Poor,Germany,Female,37,thirties,2,136925.09,rest,3700.678108108108,68462.545,2,0,1,153400.24,high,0
557,Very poor,France,Male,33,thirties,3,54503.55,rest,1651.6227272727274,18167.85,1,1,1,371.05,low,0
547,Very poor,Germany,Male,32,thirties,8,155726.85,rest,4866.4640625,19465.85625,1,1,0,67789.99,low_middle,0
701,Fair,France,Female,39,thirties,9,119839.69,zero,3072.812564102564,0.0,2,0,1,145894.9,middle,0
616,Poor,France,Female,66,sixties,1,135842.41,rest,2058.2183333333332,135842.41,1,1,0,183840.51,high,1
605,Poor,France,Male,52,fifties,1,63349.75,rest,1218.264423076923,63349.75,1,1,0,108887.44,middle,0
593,Very poor,Germany,Female,38,thirties,4,129499.42,rest,3407.8794736842106,32374.855,1,1,1,154071.27,high,0
751,Good,Spain,Male,52,fifties,8,119839.69,zero,2304.609423076923,0.0,2,0,1,179291.85,high,0
443,Very poor,Spain,Male,36,thirties,6,70438.01,rest,1956.6113888888888,11739.668333333331,2,0,1,56937.43,low_middle,0
685,Fair,France,Male,23,twenties,8,119839.69,zero,5210.421304347826,0.0,2,1,1,112239.03,middle,0
718,Fair,France,Male,36,thirties,9,119839.69,zero,3328.880277777778,0.0,1,1,0,45909.87,low,0
538,Very poor,Spain,Female,49,forties,9,141434.04,rest,2886.408979591837,15714.893333333332,1,0,0,173779.25,high,1
611,Poor,Spain,Female,37,thirties,4,119839.69,zero,3238.9105405405408,0.0,2,1,0,125696.26,middle,0
668,Fair,Germany,Male,37,thirties,10,152958.29,rest,4134.007837837838,15295.829000000002,2,1,1,159585.61,high,0
537,Very poor,Germany,Female,41,forties,3,138306.34,rest,3373.3253658536582,46102.113333333335,1,1,0,106761.47,middle,0
709,Fair,Spain,Male,23,twenties,10,119839.69,zero,5210.421304347826,0.0,2,0,0,129590.18,middle,0
850,Excellent,France,Male,38,thirties,1,119839.69,zero,3153.676052631579,0.0,2,1,1,80006.65,low_middle,0
745,Good,Spain,Female,31,thirties,3,124328.84,rest,4010.607741935484,41442.94666666666,1,1,1,140451.52,middle,0
693,Fair,Germany,Female,41,forties,9,181461.48,rest,4425.889756097561,20162.38666666667,3,1,1,187929.43,high,1
795,Excellent,Spain,Male,35,thirties,8,119839.69,zero,3423.991142857143,0.0,2,1,0,167155.36,high,0
626,Poor,Spain,Male,26,twenties,8,119839.69,zero,4609.218846153846,0.0,2,0,0,191420.71,high,0
487,Very poor,Germany,Female,61,sixties,5,110368.03,rest,1809.3119672131147,22073.606,1,0,0,11384.45,low,1
556,Very poor,France,Female,39,thirties,9,89588.35,rest,2297.1371794871798,9954.261111111113,1,1,1,94898.1,low_middle,0
643,Poor,France,Female,46,forties,6,119839.69,zero,2605.210652173913,0.0,2,0,0,106781.59,middle,0
605,Poor,France,Female,28,twenties,6,119839.69,zero,4279.988928571429,0.0,2,0,0,159508.52,high,0
756,Good,Germany,Female,60,sixties,3,115924.89,rest,1932.0815,38641.63,1,1,0,93524.19,low_middle,1
586,Very poor,France,Female,38,thirties,2,119839.69,zero,3153.676052631579,0.0,2,1,0,87168.46,low_middle,0
535,Very poor,Germany,Male,40,forties,7,111756.5,rest,2793.9125,15965.214285714286,1,1,0,8128.32,low,1
678,Fair,France,Female,35,thirties,4,119839.69,zero,3423.991142857143,0.0,1,1,0,125518.32,middle,0
596,Very poor,France,Male,39,thirties,9,119839.69,zero,3072.812564102564,0.0,1,1,0,48963.59,low,0
648,Poor,France,Male,26,twenties,9,162923.85,rest,6266.301923076923,18102.65,1,1,0,98368.24,low_middle,0
492,Very poor,Germany,Male,39,thirties,10,124576.65,rest,3194.2730769230766,12457.665,2,1,0,148584.61,middle,0
702,Fair,France,Male,45,forties,0,80793.58,rest,1795.412888888889,0.0,1,1,1,27474.81,low,0
486,Very poor,Germany,Female,40,forties,9,71340.09,rest,1783.50225,7926.676666666666,1,1,0,76192.21,low_middle,0
568,Very poor,Germany,Male,40,forties,1,99282.63,rest,2482.06575,99282.63,1,0,0,134600.94,middle,1
619,Poor,Germany,Male,57,fifties,3,137946.39,rest,2420.1121052631584,45982.130000000005,1,1,1,72467.99,low_middle,1
724,Good,Germany,Male,41,forties,2,127892.57,rest,3119.3309756097565,63946.285,2,0,1,199645.45,high,0
548,Very poor,Germany,Female,33,thirties,0,101084.36,rest,3063.162424242424,0.0,1,1,0,42749.85,low,0
545,Very poor,Germany,Female,37,thirties,8,114754.08,rest,3101.461621621622,14344.26,1,1,0,136050.44,middle,1
